"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalHalfBath","TotalFullBath","TotalFinSF","AbvGrndRoomSize","YrSold_Garage_Difference","hasDeck","hasOpenPorch","hasEnlosedPorch","hasX3SsnPorch","hasScreenPorch","hasPool","hasFence"
"41",41,"1 story (new styles)","low density",84,9.06623902800193,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",6,5,3.73766961828337,1,"Gable","Shingle","Stucco","Stucco","Brick",4.62497281328427,"2","2","CBlock",3,3,1,"3",6.46769872610435,1,0,6.10031895202006,6.99301512293296,"GasA",4,"Y","SBrkr",7.18916773842032,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",1,3,5,1965,5,2,6.08904487544685,3,3,"Y",0,4.93447393313069,0,0,0,12,2006,"Warranty Deed","Abnorml",160000,0,2,7.58426481838906,220.666666666667,3.73766961828337,"No","Yes","No","No","No",0,1
"42",42,"1 story (new styles)","low density",115,9.73536471514199,"Reg","Lvl","Inside","Gtl","Timber","Normal","1Fam","1 story",5,6,3.89182029811063,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","3","CBlock",3,3,4,"4",6.87523208727658,1,0,5.95064255258773,7.2086003379602,"GasA",3,"Y","SBrkr",7.19218205871325,0,0,-Inf,0,1,1,1,2,1,5,5,"Typ",2,4,5,1959,5,1,5.73334127689775,3,3,"P",0,4.65396035015752,0,0,0,7,2007,"Warranty Deed","Normal",170000,2,1,7.73848812249465,265.6,3.89182029811063,"No","Yes","No","No","No",0,0
"43",43,"split","low density",70.2,9.12478248361454,"IR1","Lvl","CulDSac","Gtl","SawyerW","Normal","1Fam","foyer",5,7,3.2188758248682,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",4,3,3,"5",6.61740297797448,2,4.54329478227,0,6.73459165997295,"GasA",3,"Y","SBrkr",6.78558764500793,0,0,-Inf,1,0,1,0,2,1,5,5,"Typ",0,0,5,1983,5,2,6.22455842927536,3,4,"Y",5.48479693349065,0,0,0,0,12,2007,"Warranty Deed","Normal",144000,0,2,7.45240245122364,176.8,3.2188758248682,"Yes","No","No","No","No",0,1
"44",44,"1 story (new styles)","low density",58.4,9.12695876303713,"IR1","Lvl","CulDSac","Gtl","CollgCr","Normal","1Fam","1 story",5,6,3.52636052461616,0,"Hip","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",4,3,3,"2",5.63835466933375,4,6.19847871649231,5.12396397940326,6.84481547920826,"GasA",2,"Y","SBrkr",6.84481547920826,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",0,0,5,1977,5,1,5.73334127689775,3,3,"Y",4.98360662170834,0,0,0,0,7,2008,"Warranty Deed","Normal",130250,0,2,7.44366368311559,187.6,3.46573590279973,"Yes","No","No","No","No",0,1
"45",45,"1 story (new styles)","low density",70,8.98029807897082,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,6,3.87120101090789,1,"Gable","Shingle","Brick","Stucco","None",0,"2","2","CBlock",3,3,1,"5",5.19295685089021,4,6.22851100359118,6.14418563412565,7.04838640872188,"GasA",4,"Y","FuseA",7.04838640872188,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1959,5,1,5.70711026474888,3,3,"Y",0,0,0,0,0,5,2006,"Warranty Deed","Normal",141000,0,2,7.51479976048867,191.666666666667,3.87120101090789,"No","No","No","No","No",0,0
"46",46,"projects","low density",61,8.94350613203724,"Reg","Lvl","Inside","Gtl","NridgHt","Normal","TwnhsE","1 story",9,5,1.79175946922805,1,"Hip","Shingle","Stucco","Stucco","Brick",6.02344759296103,"4","2","PConc",5,3,1,"6",6.12468339089421,1,0,7.16780918431644,7.46908388492123,"GasA",4,"Y","SBrkr",7.46908388492123,0,0,-Inf,1,0,2,0,2,1,5,6,"Typ",1,4,5,2005,5,2,6.3578422665081,3,3,"Y",5.28320372873799,4.4188406077966,0,0,0,2,2010,"Warranty Deed","Normal",319900,0,3,7.69984240739699,292,1.79175946922805,"Yes","Yes","No","No","No",0,0
"47",47,"1.5 stories","low density",48,9.4589177245472,"IR1","Lvl","CulDSac","Gtl","Mitchel","Normal","1Fam","1.5 stories",7,5,1.94591014905531,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",5,3,1,"6",7.20934025660291,1,0,4.43081679884331,7.26892012819372,"GasA",4,"Y","SBrkr",7.32580750259577,6.44888939414686,0,-Inf,1,0,1,1,1,1,5,6,"Typ",1,5,5,2003,5,2,6.50876913697168,3,3,"Y",5.12989871492307,3.78418963391826,0,5.29330482472449,0,8,2009,"Warranty Deed","Abnorml",239686,1,2,8.1605182474775,358.166666666667,1.94591014905531,"Yes","Yes","No","No","Yes",0,0
"48",48,"1 story (new styles)","floating",84,9.31433996199467,"Reg","Lvl","Inside","Gtl","Somerst","Normal","1Fam","1 story",8,5,0.693147180559945,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,3,"6",3.2188758248682,1,0,7.39817409297047,7.41276401742656,"GasA",4,"Y","SBrkr",7.41276401742656,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",0,0,5,2006,5,3,6.71780469502369,3,3,"Y",0,4.99043258677874,0,0,0,7,2007,"Warranty Deed","Normal",249700,0,2,7.4265490723973,236.571428571429,0.693147180559945,"No","Yes","No","No","No",0,0
"49",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"50",50,"1 story (new styles)","low density",66,8.95441533113759,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","1 story",5,7,3.73766961828337,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,1,"4",6.63856778916652,1,0,5.26269018890489,6.8627579130514,"GasA",4,"Y","SBrkr",6.8627579130514,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1966,5,1,5.95842469302978,3,3,"Y",0,0,0,0,0,1,2007,"Warranty Deed","Normal",127000,0,2,7.4489161025442,159.166666666667,3.73766961828337,"No","No","No","No","No",0,1
"51",51,"2 story newer","low density",75.4,9.53741141265633,"IR2","Lvl","Corner","Gtl","Gilbert","Normal","1Fam","2 stories",6,6,2.39789527279837,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",4,3,3,"6",5.20948615284142,1,0,6.41836493593621,6.67834211465433,"GasA",3,"Y","SBrkr",6.67834211465433,6.51767127291227,0,-Inf,0,1,2,0,3,1,5,6,"Typ",0,0,5,1997,5,2,5.96357934361845,3,3,"Y",0,4.33073334028633,0,0,0,7,2007,"Warranty Deed","Normal",177000,1,2,7.40974195408092,245,2.39789527279837,"No","Yes","No","No","No",0,0
"52",52,"1.5 stories","medium-high density",52,8.73873546136347,"Reg","Lvl","Inside","Gtl","BrkSide","Normal","1Fam","1.5 stories",6,6,4.29045944114839,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","PConc",3,3,1,"1",0,1,0,6.70563909486,6.70563909486,"GasA",2,"Y","SBrkr",6.70563909486,0,360,1.77306548008203,0,0,1,0,3,1,5,6,"Typ",1,4,5,1985,5,2,6.2709884318583,3,3,"Y",4.72738781871234,0,0,0,5.99396142730657,9,2006,"Warranty Deed","Normal",114500,0,1,7.33693691370762,196,3.09104245335832,"Yes","No","No","No","No",0,1
"53",53,"duplex","medium-high density",110,9.04452188728124,"IR2","Bnk","Corner","Mod","IDOTRR","near railroad","Duplex","1 story",5,5,3.87120101090789,1,"Gable","Shingle","Stucco","Stucco","None",0,"1","2","CBlock",4,3,4,"2",4.65396035015752,6,6.5694814204143,0,6.70563909486,"GasA",2,"N","SBrkr",6.70563909486,0,0,-Inf,1,0,1,0,2,1,5,5,"Typ",0,0,5,1963,5,2,6.24804287450843,3,3,"Y",4.67282883446191,0,0,0,0,5,2010,"Warranty Deed","Normal",110000,0,2,7.39756153552405,163.2,3.87120101090789,"Yes","No","No","No","No",0,0
"54",54,"1 story (new styles)","low density",68,10.8251836490688,"IR1","Low","Inside","Gtl","Veenker","Normal","1Fam","1 story",9,5,3.25809653802148,0,"Gable","Wood","Stucco","Stucco","None",0,"3","2","CBlock",5,3,4,"6",7.50163445788341,1,0,3.49650756146648,7.51914995766982,"GasA",3,"Y","SBrkr",7.51914995766982,0,0,-Inf,2,0,0,1,0,1,5,5,"Typ",1,4,5,1981,5,3,6.79682371827486,3,3,"Y",6.75460409948796,4.29045944114839,0,0,0,11,2006,"Warranty Deed","Normal",385000,1,2,8.20303024171486,368.4,3.25809653802148,"Yes","Yes","No","No","No",0,0
"55",55,"split","low density",60,8.87262736591884,"Reg","Bnk","Inside","Mod","NAmes","Normal","1Fam","foyer",5,5,3.97029191355212,1,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"5",5.95324333428778,1,0,0,5.95324333428778,"GasA",2,"Y","SBrkr",7.21597500265147,0,0,-Inf,0,0,1,0,3,1,5,6,"Min1",1,3,5,1962,5,2,6.35088571671474,3,3,"Y",0,3.93182563272433,0,0,0,2,2007,"Warranty Deed","Normal",130000,0,1,7.46393660446893,226.666666666667,3.8286413964891,"No","Yes","No","No","No",0,1
"56",56,"1 story (new styles)","low density",100,9.2276890103108,"IR1","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",6,5,3.80666248977032,1,"Gable","Shingle","Ply","Ply","Brick",5.60947179518496,"2","2","CBlock",3,3,1,"4",6.19644412779452,1,0,6.84161547647759,7.26262860097424,"GasA",3,"Y","SBrkr",7.26262860097424,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",1,4,5,1964,5,2,6.3578422665081,3,3,"Y",0,0,0,0,0,7,2008,"Warranty Deed","Normal",180500,0,2,7.55747290161475,203.571428571429,3.80666248977032,"No","No","No","Yes","No",0,0
"57",57,"projects","floating",24,7.8804263442924,"Reg","Lvl","Inside","Gtl","Somerst","Normal","Twnhs","2 stories",8,5,2.39789527279837,0,"Gable","Shingle","Stucco","Stucco","Brick",6.12468339089421,"3","2","PConc",4,3,1,"6",6.47697236288968,1,0,5.77455154554441,6.87832646829133,"GasA",4,"Y","SBrkr",6.89162589705225,6.62936325343745,0,-Inf,1,0,2,1,3,1,5,7,"Typ",0,0,5,1999,5,2,6.17586727010576,3,3,"Y",4.75359019110636,0,0,0,0,8,2009,"Warranty Deed","Abnorml",172500,1,3,7.77821147451249,248.428571428571,2.39789527279837,"Yes","No","No","No","No",0,0
"58",58,"2 story newer","low density",89,9.36263218231844,"IR1","Lvl","Corner","Gtl","CollgCr","Normal","1Fam","2 stories",7,5,1.09861228866811,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"1",0,1,0,6.75809450442773,6.75809450442773,"GasA",4,"Y","SBrkr",6.75809450442773,6.75809450442773,0,-Inf,0,0,2,1,3,1,5,7,"Typ",0,0,5,2004,5,2,6.33859407820318,3,3,"Y",0,4.26267987704132,0,0,0,8,2006,"Warranty Deed","Normal",196500,1,2,7.4500795698075,245.714285714286,1.09861228866811,"No","Yes","No","No","No",0,0
"59",59,"2 story newer","low density",66,9.52383637932094,"IR2","HLS","CulDSac","Gtl","StoneBr","Normal","1Fam","2 stories",10,5,0,1,"Hip","Shingle","Synthetic","Synthetic","Brick",6.93925394604151,"4","2","PConc",5,3,4,"1",0,1,0,7.25205395185281,7.25205395185281,"GasA",4,"Y","SBrkr",7.26332961747684,7.32646561384032,0,-Inf,0,0,3,1,3,1,5,10,"Typ",1,4,5,2006,5,3,6.46458830368996,3,3,"Y",5.26269018890489,0,3.63758615972639,0,0,10,2006,"New Home","Partial",438780,1,3,7.98786409608569,294.5,0,"Yes","No","Yes","No","No",0,0
"60",60,"1 story (new styles)","low density",60,8.88183630500415,"Reg","Bnk","Inside","Gtl","CollgCr","Normal","1Fam","1 story",5,7,3.61091791264422,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,3,"5",6.45047042214418,1,0,5.00394630594546,6.66057514983969,"GasA",4,"Y","SBrkr",6.66057514983969,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",0,0,5,1973,5,1,5.8664680569333,3,3,"Y",5.28320372873799,0,0,0,0,1,2008,"Warranty Deed","Normal",124900,0,1,7.25276241805319,195,3.58351893845611,"Yes","No","No","No","No",0,1
"61",61,"1 story (new styles)","low density",63,9.47822781709978,"Reg","Lvl","Inside","Gtl","SawyerW","near railroad","1Fam","1 story",6,5,1.09861228866811,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",4,3,1,"5",6.84800527457636,1,0,5.38449506278909,7.05531284333975,"GasA",4,"Y","SBrkr",7.05531284333975,0,0,-Inf,1,0,1,1,3,1,5,5,"Typ",0,0,5,2006,5,2,6.3578422665081,3,3,"Y",0,3.93182563272433,0,0,0,5,2006,"New Home","Partial",158000,1,2,7.64921631982063,231.6,0,"No","Yes","No","No","No",0,0
"62",62,"2 story newer","medium-high density",60,8.88183630500415,"Reg","Lvl","Inside","Gtl","IDOTRR","Normal","1Fam","2 stories",5,7,4.47733681447821,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,2,1,"1",0,1,0,6.27476202124194,6.27476202124194,"GasA",2,"N","SBrkr",6.36647044773144,6.27476202124194,0,-Inf,0,0,1,0,3,1,5,6,"Typ",0,0,5,1935,5,1,5.66642668811243,3,3,"N",0,0,4.97673374242057,0,0,3,2007,"Warranty Deed","Normal",101000,0,1,7.01301578963963,185.166666666667,4.29045944114839,"No","No","Yes","No","No",0,0
"63",63,"projects","low density",44,8.77059432989114,"IR1","Lvl","Inside","Gtl","NridgHt","Normal","TwnhsE","1 story",8,5,0.693147180559945,1,"Gable","Shingle","Synthetic","Synthetic","Stone",5.18738580584075,"3","2","PConc",4,4,2,"6",3.2188758248682,1,0,7.20563517641036,7.22329567956231,"GasA",4,"Y","SBrkr",7.22329567956231,0,0,-Inf,0,0,2,0,2,1,5,6,"Typ",1,4,5,2006,5,2,6.18414889093748,3,3,"Y",4.79579054559674,3.91202300542815,0,0,0,10,2007,"Warranty Deed","Normal",202500,0,2,7.23993259132047,228.333333333333,0.693147180559945,"Yes","Yes","No","No","No",0,0
"64",64,"2 story older","medium-high density",50,9.23989917421773,"IR1","Bnk","Inside","Gtl","OldTown","near railroad","1Fam","2 stories",7,6,4.49980967033027,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"1",0,1,0,6.3578422665081,6.3578422665081,"GasA",3,"Y","SBrkr",6.80572255341699,6.69579891705849,0,-Inf,0,0,2,0,3,1,5,9,"Typ",0,0,5,1990,5,2,6.17586727010576,3,3,"Y",2.56494935746154,2.484906649788,4.17438726989564,0,0,4,2010,"Warranty Deed","Normal",140000,0,2,7.44424864949671,190,3.04452243772342,"Yes","Yes","Yes","No","No",0,1
"65",65,"2 story newer","low density",73.6,9.14580185083861,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","2 stories",7,5,2.56494935746154,0,"Gable","Shingle","Synthetic","Synthetic","Brick",6.35262939631957,"2","2","PConc",4,3,1,"6",6.60665018619822,1,0,5.76519110278484,6.96413561241824,"GasA",4,"Y","SBrkr",6.96413561241824,6.88550967003482,0,-Inf,1,0,2,1,3,1,5,8,"Typ",0,0,5,1998,5,2,6.4707995037826,3,3,"Y",6.3578422665081,3.61091791264422,0,0,0,2,2009,"Warranty Deed","Normal",219500,1,3,7.92768504561578,254.25,2.484906649788,"Yes","Yes","No","No","No",0,1
"66",66,"2 story newer","low density",76,9.16858043772795,"Reg","Lvl","Inside","Gtl","NridgHt","Normal","1Fam","2 stories",8,5,1.38629436111989,0,"Gable","Shingle","Synthetic","Synthetic","Brick",5.84354441703136,"3","2","PConc",5,3,3,"1",0,1,0,7.04228617193974,7.04228617193974,"GasA",4,"Y","SBrkr",7.04228617193974,7.19368581839511,0,-Inf,0,0,2,1,4,1,5,9,"Typ",1,4,5,2004,5,3,6.74875954749168,3,3,"Y",5.26269018890489,5.02388052084628,0,0,0,10,2007,"Warranty Deed","Normal",317000,1,2,7.81318726752142,274.777777777778,1.38629436111989,"Yes","Yes","No","No","No",0,0
"67",67,"1 story (new styles)","low density",118.6,9.89847501071258,"Reg","Lvl","Inside","Gtl","NAmes","near positive feature","1Fam","1 story",7,5,3.71357206670431,0,"Gable","Shingle","Ply","Ply","Brick",5.66296048013595,"2","2","CBlock",4,3,4,"6",6.81673588059497,1,0,6.94312242281943,7.57455848420248,"GasA",2,"Y","SBrkr",7.69984240739699,0,0,-Inf,1,0,2,0,3,1,5,7,"Min1",1,4,5,1970,5,2,6.3578422665081,3,3,"Y",5.71042701737487,0,0,0,0,7,2010,"Warranty Deed","Normal",180000,0,3,8.0452677166078,315.285714285714,3.71357206670431,"Yes","No","No","No","No",0,0
"68",68,"1 story (new styles)","low density",72,9.27472263090545,"IR1","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","1 story",7,5,1.6094379124341,1,"Gable","Shingle","Synthetic","Synthetic","Brick",5.12396397940326,"3","2","PConc",4,3,3,"6",6.92165818415113,1,0,6.08904487544685,7.28207365809346,"GasA",4,"Y","SBrkr",7.29979736675816,0,0,-Inf,1,0,2,0,3,1,5,7,"Typ",0,0,5,2003,5,2,6.3261494731551,3,3,"Y",4.97673374242057,3.40119738166216,0,0,0,6,2007,"Warranty Deed","Normal",226000,0,3,7.82084087990734,211.285714285714,1.6094379124341,"Yes","Yes","No","No","No",0,0
"69",69,"1 story older","medium-high density",47,8.43554920237573,"Reg","Lvl","Corner","Gtl","OldTown","near street","1Fam","1 story",4,6,4.18965474202643,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","3","CBlock",3,3,1,"1",0,1,0,6.61740297797448,6.61740297797448,"GasA",2,"Y","SBrkr",6.61740297797448,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",0,0,5,1945,5,1,5.39816270151775,3,3,"Y",0,0,0,0,0,6,2010,"Warranty Deed","Normal",80000,0,1,6.61606518513282,186.75,4.18965474202643,"No","No","No","No","No",0,0
"70",70,"1.5 stories","low density",81,9.65457737458489,"Reg","Lvl","Corner","Gtl","ClearCr","Normal","1Fam","1.5 stories",7,4,3.98898404656427,1,"Gable","Shingle","Brick","Shingle","None",0,"3","2","CBlock",3,3,1,"4",6.40357419793482,1,0,6.55393340402581,7.17395831975679,"GasW",2,"Y","SBrkr",7.17395831975679,6.89162589705225,0,-Inf,0,0,2,0,3,1,5,7,"Typ",1,3,5,1953,5,2,6.50428817353665,3,3,"Y",0,3.09104245335832,4.74493212836325,0,0,7,2006,"Warranty Deed","Normal",225000,0,2,7.96901178110648,326.714285714286,3.98898404656427,"No","Yes","Yes","No","No",0,0
"71",71,"1 story (new styles)","low density",95,9.52156805800298,"IR1","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",7,6,3.55534806148941,1,"Gable","Shingle","Ply","Ply","Brick",7.01750614294126,"2","3","CBlock",4,3,4,"5",7.53955882930103,1,0,5.8406416573734,7.70706265537047,"GasA",4,"Y","SBrkr",7.70706265537047,0,0,-Inf,1,0,2,0,3,1,5,8,"Typ",2,4,5,1973,5,2,6.24804287450843,3,3,"Y",5.70711026474888,0,0,0,0,2,2007,"Warranty Deed","Normal",244000,0,3,8.31947369244219,277.875,3.55534806148941,"Yes","No","No","No","No",0,0
"72",72,"1 story (new styles)","low density",69,8.93577193866978,"Reg","Lvl","Corner","Gtl","Mitchel","Normal","1Fam","1 story",4,6,3.25809653802148,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,1,"5",6.33859407820318,1,0,5.63835466933375,6.74051935960622,"GasA",2,"Y","SBrkr",6.74051935960622,0,0,-Inf,1,0,1,0,2,1,5,4,"Typ",0,0,5,1987,5,2,5.88887795833288,3,3,"Y",0,0,0,0,0,6,2007,"Warranty Deed","Normal",129500,0,2,7.25134498337221,211.25,3.04452243772342,"No","No","No","No","No",0,0
"73",73,"2 story newer","low density",74,9.224341891612,"IR1","Lvl","Corner","Gtl","Gilbert","Normal","1Fam","2 stories",7,5,2.484906649788,1,"Gable","Shingle","Synthetic","Synthetic","Brick",3.71357206670431,"2","2","PConc",4,3,1,"1",0,1,0,6.72503364216684,6.72503364216684,"GasA",3,"Y","SBrkr",6.78671695060508,6.72623340235875,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1998,5,2,6.0591231955818,3,3,"Y",0,4.55387689160054,0,5.67675380226828,0,12,2009,"Warranty Deed","Normal",185000,1,2,7.4489161025442,245.428571428571,2.484906649788,"No","Yes","No","No","Yes",0,0
"74",74,"1 story (new styles)","low density",85,9.23014299927236,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,7,4.04305126783455,0,"Gable","Shingle","Stucco","Stucco","Brick",4.65396035015752,"2","2","CBlock",3,3,1,"5",5.77144112313002,4,5.89440283426485,6.00388706710654,6.99117688712121,"GasA",3,"Y","SBrkr",6.99117688712121,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1989,5,2,6.19644412779452,3,3,"Y",0,0,0,0,0,5,2010,"Warranty Deed","Normal",144900,0,2,7.47760424319759,181,3.09104245335832,"No","No","No","No","No",0,1
"75",75,"1.5 stories","medium-high density",60,8.66388757056704,"Reg","Lvl","Corner","Gtl","OldTown","Normal","1Fam","2 stories",3,6,4.56434819146784,0,"Gambrel","Shingle","Synthetic","Synthetic","None",0,"3","3","CBlock",2,3,1,"1",0,1,0,6.73459165997295,6.73459165997295,"GasA",3,"N","SBrkr",6.73459165997295,6.64118216974059,0,-Inf,0,0,2,0,3,2,5,8,"Typ",0,0,5,1915,5,1,5.94017125272043,3,3,"Y",0,0,5.31320597904179,0,0,5,2010,"Warranty Deed","Normal",107400,0,2,7.38087903556412,200.625,4.56434819146784,"No","No","Yes","No","No",0,0
"76",76,"projects","medium-high density",21,7.37525577800975,"Reg","Lvl","Inside","Gtl","MeadowV","Normal","Twnhs","foyer",4,5,3.61091791264422,1,"Gable","Shingle","Concrete","Stucco","None",0,"2","2","CBlock",4,3,4,"6",6.13772705408623,1,0,0,6.13772705408623,"GasA",2,"Y","SBrkr",6.26720054854136,6.13772705408623,0,-Inf,1,0,1,0,2,1,5,5,"Typ",0,0,5,1973,5,1,5.6970934865054,3,3,"Y",4.79579054559674,4.62497281328427,0,0,0,11,2009,"Warranty Deed","Normal",91000,0,2,7.27931883541462,197.6,3.61091791264422,"Yes","Yes","No","No","No",0,1
"77",77,"1 story (new styles)","low density",61.6,9.04487593224865,"IR1","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",4,7,3.97029191355212,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",3,3,1,"5",5.43372200355424,1,0,6.58617165485467,6.8596149036542,"GasA",4,"Y","FuseA",6.8596149036542,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",0,0,5,1956,5,1,5.64897423816121,3,3,"Y",0,0,0,0,0,4,2008,"Warranty Deed","Normal",135750,0,1,7.07326971745971,238,3.97029191355212,"No","No","No","No","No",0,0
"78",78,"1.5 stories","medium-high density",50,9.06357899058078,"Reg","Lvl","Inside","Gtl","BrkSide","Normal","1Fam","1.5 stories",5,5,4.11087386417331,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"4",5.82008293035236,6,3.73766961828337,5.69035945432406,6.51174532964473,"GasA",2,"Y","SBrkr",6.9782137426307,5.36597601502185,0,-Inf,1,0,1,0,2,1,5,6,"Min1",0,0,5,1948,5,1,5.48479693349065,3,3,"Y",0,0,0,0,0,1,2008,"Warranty Deed","Normal",127000,0,2,7.41577697541539,214.166666666667,4.11087386417331,"No","No","No","No","No",0,1
"79",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"80",80,"1.5 stories","medium-high density",60,9.25339986143663,"Reg","Lvl","Corner","Gtl","OldTown","Normal","1Fam","2 stories",5,6,4.60517018598809,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","PConc",3,3,1,"1",0,1,0,6.08904487544685,6.08904487544685,"GasA",3,"Y","SBrkr",6.52649485957079,6.30809844150953,0,-Inf,0,0,1,1,2,1,5,5,"Typ",0,0,5,1966,5,2,6.08904487544685,3,3,"Y",4.31748811353631,0,4.85981240436167,0,0,5,2009,"Warranty Deed","Normal",110000,1,1,7.11476944836646,246,3.78418963391826,"Yes","No","Yes","No","No",0,1
"81",81,"2 story newer","low density",100,9.47270463644367,"Reg","Lvl","Corner","Gtl","NAmes","Normal","1Fam","2 stories",6,6,3.73766961828337,1,"Gable","Shingle","Synthetic","Synthetic","Brick",6.3578422665081,"2","3","CBlock",4,3,1,"3",6.10702288774225,1,0,6.10702288774225,6.7990558620588,"GasA",2,"Y","SBrkr",7.07580886397839,6.86797440897029,0,-Inf,0,0,2,1,4,1,5,8,"Typ",1,4,5,1968,5,1,6.23441072571837,3,3,"Y",0,4.29045944114839,0,5.53338948872752,0,6,2009,"Warranty Deed","Normal",193500,1,2,7.85941315469358,267.75,3.73766961828337,"No","Yes","No","No","Yes",0,0
"82",82,"projects","medium-high density",32,8.41183267575841,"Reg","Lvl","FR2","Gtl","Mitchel","Normal","TwnhsE","1 story",6,5,2.19722457733622,1,"Hip","Shingle","Synthetic","Synthetic","Brick",6.09582456243222,"2","3","PConc",5,4,1,"6",7.09174211509515,1,0,3.61091791264422,7.12125245324454,"GasA",4,"Y","SBrkr",7.19893124068817,0,0,-Inf,1,0,2,0,2,1,5,5,"Typ",0,0,5,1998,5,2,6.00635315960173,3,3,"Y",0,5.29831736654804,0,0,0,3,2006,"Warranty Deed","Normal",153500,0,3,7.83913164827433,267.4,2.19722457733622,"No","Yes","No","No","No",0,0
